date,Positive\_Rate
2021-09-22,0.05
2021-09-23,0.048
2021-09-24,0.043
2021-09-25,0.039
2021-09-26,0.038
2021-09-27,0.034
2021-09-28,0.032
2021-09-29,0.027999999999999997
2021-09-30,0.026000000000000002
2021-10-01,0.024
2021-10-02,0.022000000000000002
2021-10-03,0.021
2021-10-04,0.019
2021-10-05,0.018000000000000002
2021-10-06,0.017
2021-10-07,0.016
2021-10-08,0.013999999999999999
2021-10-09,0.013000000000000001
2021-10-10,0.013000000000000001
2021-10-11,0.011000000000000001
2021-10-12,0.13687892258167267
2021-10-13,0.14446720480918884
2021-10-14,0.15609832108020782
2021-10-15,0.1688256412744522
2021-10-16,0.18051113188266754
2021-10-17,0.1858280748128891
2021-10-18,0.1875145435333252
2021-10-19,0.19160087406635284
2021-10-20,0.195400670170784
2021-10-21,0.20153895020484924
2021-10-22,0.2080119252204895
2021-10-23,0.21159203350543976
2021-10-24,0.2138320952653885
2021-10-25,0.21558816730976105
2021-10-26,0.21692128479480743
2021-10-27,0.21796785295009613
2021-10-28,0.21957002580165863
2021-10-29,0.22270002961158752
2021-10-30,0.22869917750358582
2021-10-31,0.23282408714294434
2021-11-01,0.2358868271112442
2021-11-02,0.24021561443805695
2021-11-03,0.23994041979312897
2021-11-04,0.2393144816160202
2021-11-05,0.23723627626895905
2021-11-06,0.23214402794837952
2021-11-07,0.22769856452941895
2021-11-08,0.22453036904335022
2021-11-09,0.22028523683547974
2021-11-10,0.219774067401886
2021-11-11,0.22011245787143707
2021-11-12,0.21983149647712708
2021-11-13,0.2188803255558014
2021-11-14,0.21838587522506714
2021-11-15,0.21820273995399475
2021-11-16,0.21865853667259216
2021-11-17,0.21942035853862762
2021-11-18,0.22035107016563416
2021-11-19,0.22132298350334167
2021-11-20,0.2218310832977295
2021-11-21,0.22250331938266754
2021-11-22,0.22854262590408325
2021-11-23,0.2331986427307129
2021-11-24,0.23153352737426758
2021-11-25,0.2249961644411087
2021-11-26,0.22620446979999542
2021-11-27,0.22358959913253784
2021-11-28,0.22211360931396484
2021-11-29,0.22221913933753967
2021-11-30,0.22082862257957458
2021-12-01,0.2198498398065567
2021-12-02,0.21854844689369202
2021-12-03,0.21622855961322784
2021-12-04,0.21071496605873108
2021-12-05,0.20168228447437286
2021-12-06,0.18252848088741302
2021-12-07,0.1643584966659546
2021-12-08,0.13455763459205627
2021-12-09,0.10610758513212204
2021-12-10,0.0902685597538948
2021-12-11,0.07779423892498016
2021-12-12,0.06565865874290466
2021-12-13,0.06083599850535393
2021-12-14,0.05069248005747795
2021-12-15,0.04525107517838478
2021-12-16,0.042431965470314026
2021-12-17,0.04137737676501274
2021-12-18,0.03918277099728584
2021-12-19,0.03802837058901787
2021-12-20,0.037335366010665894
2021-12-21,0.036845237016677856
2021-12-22,0.03652454912662506
2021-12-23,0.03672236204147339
2021-12-24,0.036396574229002
2021-12-25,0.03633233532309532
2021-12-26,0.03652425482869148
2021-12-27,0.03684648498892784
2021-12-28,0.037051230669021606
2021-12-29,0.03682436794042587
2021-12-30,0.036576706916093826
